=== DEMO eBPF BGG Banking Simulator - lun 08 jun 2026 11:42:04 CST ===
2026-06-08T17:38:09 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    1.64ms
2026-06-08T19:35:50 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.31ms
2026-06-08T19:36:20 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.30ms
2026-06-08T19:36:51 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.47ms
2026-06-08T19:37:02 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.4508s
2026-06-08T19:37:02 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:02 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1456.56ms
2026-06-08T19:37:03 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.4409s
2026-06-08T19:37:03 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:03 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1449.30ms
2026-06-08T19:37:05 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.3375s
2026-06-08T19:37:05 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:05 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1341.26ms
2026-06-08T19:37:06 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.0812s
2026-06-08T19:37:06 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:06 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1087.85ms
2026-06-08T19:37:07 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.3044s
2026-06-08T19:37:07 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:07 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1310.69ms
2026-06-08T19:37:08 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.1117s
2026-06-08T19:37:08 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:08 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1129.27ms
2026-06-08T19:37:09 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.2037s
2026-06-08T19:37:09 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:09 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1214.02ms
2026-06-08T19:37:11 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.2245s
2026-06-08T19:37:11 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:11 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1242.95ms
2026-06-08T19:37:11 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.5350s
2026-06-08T19:37:11 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:11 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  540.30ms
2026-06-08T19:37:12 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.6981s
2026-06-08T19:37:12 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:12 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  707.30ms
2026-06-08T19:37:12 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.1329s
2026-06-08T19:37:12 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:12 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  144.20ms
2026-06-08T19:37:13 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.4105s
2026-06-08T19:37:13 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:13 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  419.83ms
2026-06-08T19:37:14 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.0238s
2026-06-08T19:37:14 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:14 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1029.48ms
2026-06-08T19:37:14 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.1209s
2026-06-08T19:37:14 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:14 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  129.56ms
2026-06-08T19:37:15 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.3809s
2026-06-08T19:37:15 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:15 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1386.23ms
2026-06-08T19:37:17 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.3242s
2026-06-08T19:37:17 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:17 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1335.30ms
2026-06-08T19:37:17 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.3502s
2026-06-08T19:37:17 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:17 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  372.47ms
2026-06-08T19:37:17 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.3962s
2026-06-08T19:37:17 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:17 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  402.62ms
2026-06-08T19:37:18 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.6264s
2026-06-08T19:37:18 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:18 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  645.75ms
2026-06-08T19:37:19 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.6295s
2026-06-08T19:37:19 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:19 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  638.45ms
2026-06-08T19:37:20 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.3588s
2026-06-08T19:37:20 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:20 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1369.95ms
2026-06-08T19:37:21 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.5612s
2026-06-08T19:37:21 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:21 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  577.57ms
2026-06-08T19:37:22 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.79ms
2026-06-08T19:37:22 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.4291s
2026-06-08T19:37:22 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:22 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1435.22ms
2026-06-08T19:37:23 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.1019s
2026-06-08T19:37:23 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:23 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1106.01ms
2026-06-08T19:37:24 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.5625s
2026-06-08T19:37:24 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:24 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  573.14ms
2026-06-08T19:37:25 UTC | INFO     | AUTH     | user=cliente_001          network_delay=0.8156s
2026-06-08T19:37:25 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:25 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency=  831.26ms
2026-06-08T19:37:26 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.2630s
2026-06-08T19:37:26 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:26 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1271.11ms
2026-06-08T19:37:27 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.2886s
2026-06-08T19:37:27 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:27 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1295.17ms
2026-06-08T19:37:29 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.0220s
2026-06-08T19:37:29 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:29 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1026.35ms
2026-06-08T19:37:30 UTC | INFO     | AUTH     | user=cliente_001          network_delay=1.0246s
2026-06-08T19:37:30 UTC | INFO     | AUTH_OK  | user=cliente_001          account=MX-4821-0001 type=PREMIUM
2026-06-08T19:37:30 UTC | INFO     | REQUEST  | method=POST   endpoint=/api/v1/auth/login                  status=200 latency= 1039.34ms
2026-06-08T19:37:52 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.60ms
2026-06-08T19:38:23 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.30ms
2026-06-08T19:38:53 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.39ms
2026-06-08T19:39:24 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.31ms
2026-06-08T19:39:54 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.83ms
2026-06-08T19:40:24 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.31ms
2026-06-08T19:40:55 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.31ms
2026-06-08T19:41:26 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.79ms
2026-06-08T19:41:56 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    2.86ms
2026-06-08T19:42:27 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.52ms
2026-06-08T19:42:58 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    2.76ms
2026-06-08T19:43:28 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.37ms
2026-06-08T19:43:59 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.45ms
2026-06-08T19:44:29 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.29ms
2026-06-08T19:45:00 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    7.05ms
2026-06-08T19:45:31 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.60ms
2026-06-08T19:46:01 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.33ms
2026-06-08T19:46:32 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    3.44ms
2026-06-08T19:47:03 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.38ms
2026-06-08T19:47:33 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.40ms
2026-06-08T20:00:22 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.54ms
2026-06-08T20:00:52 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.32ms
2026-06-08T20:01:23 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.38ms
2026-06-08T20:01:54 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.39ms
2026-06-08T20:02:24 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.51ms
2026-06-08T20:02:55 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.34ms
2026-06-08T20:03:25 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.76ms
2026-06-08T20:03:56 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.39ms
2026-06-08T20:04:26 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    1.06ms
2026-06-08T20:04:57 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.59ms
2026-06-08T20:05:28 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.36ms
2026-06-08T20:05:58 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.35ms
2026-06-08T20:06:28 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.29ms
2026-06-08T20:06:59 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    6.16ms
2026-06-08T20:07:30 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.32ms
2026-06-08T20:08:00 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.64ms
2026-06-08T20:08:31 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    1.96ms
2026-06-08T20:09:01 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    1.38ms
2026-06-08T20:09:32 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    2.65ms
2026-06-08T20:10:03 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.48ms
2026-06-08T20:10:34 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.38ms
2026-06-08T20:11:04 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.60ms
2026-06-08T20:11:35 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.44ms
2026-06-08T20:12:05 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.37ms
2026-06-08T20:12:36 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.30ms
2026-06-08T20:13:07 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.42ms
2026-06-08T20:13:37 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=   10.90ms
2026-06-08T20:14:08 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.48ms
2026-06-08T20:14:39 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.88ms
2026-06-08T20:15:09 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.88ms
2026-06-08T20:15:40 UTC | INFO     | REQUEST  | method=GET    endpoint=/                                   status=200 latency=    0.38ms
